pubdate,aid,arcurl,title,play,review,favorites,danmaku,like,duration_minutes
2022-11-02,604659261,http://www.bilibili.com/video/av604659261,本来挺喜欢纳西妲的,2212280,1106,7118,610,57923,0.37
2022-11-03,262137329,http://www.bilibili.com/video/av262137329,杰瑞：法庭上禁止！穿着金色切尔西跳鸡你太美！！,1684937,734,17210,5281,88067,14.07
2022-11-03,219648263,http://www.bilibili.com/video/av219648263,鸡 你 太 美 官 方 MV 让外国人深深爱上中国皮影戏？,767936,566,6379,579,35565,2.93
2022-11-03,902155114,http://www.bilibili.com/video/av902155114,女ikunの究极害怕,1039707,959,3996,1485,40664,1.33
2022-11-03,517183923,http://www.bilibili.com/video/av517183923,⚡  共   振  ⚡,536630,300,1534,49,17538,0.23
2022-11-04,389827649,http://www.bilibili.com/video/av389827649,人类为了偷懒，是怎么铺路的,718499,275,604,192,9558,1.2
2022-11-04,817348341,http://www.bilibili.com/video/av817348341,本来挺喜欢地理书的。。。,1426284,608,5385,587,38764,0.95
2022-11-04,732320197,http://www.bilibili.com/video/av732320197,ikun独有的求偶方式,1124180,575,3836,305,69792,0.35
2022-11-04,389752234,http://www.bilibili.com/video/av389752234,《我真的不是小黑子》,757813,73,4640,99,17753,1.83
2022-11-04,432296968,http://www.bilibili.com/video/av432296968,小伙把相机绑在鸡头上，拍出来的画面竟然这么稳？,2679150,711,14782,1466,137318,2.2
2022-11-04,432301192,http://www.bilibili.com/video/av432301192,全面战争模拟器：黄色预警登场，黄金切尔西大战”鸡你太美“,4129442,41,35344,200,5602,3.55
2022-11-04,817298657,http://www.bilibili.com/video/av817298657,这爱坤老头也太秀了吧！！！,418042,193,5536,180,42822,0.35
2022-11-04,647328213,http://www.bilibili.com/video/av647328213,《蔡徐小学》疑似坤坤童年蔡徐小学教学视频流出,770305,956,15433,1807,59094,3.07
2022-11-04,859787379,http://www.bilibili.com/video/av859787379,看几遍都觉得好笑哈哈哈,7131015,1967,124925,1074,685400,1.22
2022-11-05,859784528,http://www.bilibili.com/video/av859784528,你别笑，这是七合一《霞智刚皮爆虫之龙》,464708,360,9833,457,20693,3.88
2022-11-05,689855009,http://www.bilibili.com/video/av689855009,本来挺喜欢走水泥路的,1612804,473,6799,529,72714,0.27
2022-11-05,219764876,http://www.bilibili.com/video/av219764876,普通女孩成为IKUN一年的变化,2489680,1713,11468,370,126826,0.32
2022-11-05,647264175,http://www.bilibili.com/video/av647264175,本来挺喜欢喝阿萨姆的。,8533257,7534,78987,2461,654975,0.28
2022-11-05,774783342,http://www.bilibili.com/video/av774783342,?黑 子 兄 弟?小苹果?,424378,620,12134,1084,23504,1.62
2022-11-05,732353158,http://www.bilibili.com/video/av732353158,磨损两年半的门没人修修吗？,2291998,1285,54832,814,196241,0.17
2022-11-05,517351288,http://www.bilibili.com/video/av517351288,⚡我的世界万物皆可只因⚡,1201253,345,18745,727,87701,0.57
2022-11-06,432347343,http://www.bilibili.com/video/av432347343,小黑子肯定没听过的鸡音盒,1086810,923,13406,344,72407,0.43
2022-11-06,517281426,http://www.bilibili.com/video/av517281426,本来挺喜欢玩蝴蝶刀的,6597443,2679,48260,1806,362317,0.73
2022-11-06,219848236,http://www.bilibili.com/video/av219848236,鸡你太美生命力为何如此长久？硬核分析鸡你太美的爆火之路【ikun理论强化课】,6612191,2077,132222,4824,169073,11.53
2022-11-07,604835403,http://www.bilibili.com/video/av604835403,法国动保人士扮鸡占领汉堡王,487512,1154,1535,1093,23513,0.32
2022-11-07,389984488,http://www.bilibili.com/video/av389984488,最高通鸡：劫狱,1112521,576,20038,1978,56785,2.27
2022-11-08,859948005,http://www.bilibili.com/video/av859948005,本来挺喜欢学校饭堂的吊灯的。。。,3636267,1233,11758,835,202701,0.23
2022-11-08,647487769,http://www.bilibili.com/video/av647487769,剪一种很新的拳法,3142582,1776,90498,868,295634,0.32
2022-11-09,347394578,http://www.bilibili.com/video/av347394578,坤坤的鸡窝针不戳,2287997,7,66818,126,11720,1.22
2022-11-09,304987338,http://www.bilibili.com/video/av304987338,迷你世界：千万别盯着老照片看！不然你就变小黑子？,610322,80,40330,324,4656,3.7
2022-11-09,689947869,http://www.bilibili.com/video/av689947869,你们这群人食不食油饼啊哈哈哈哈哈哈哈哈哈哈,1364462,556,7560,1482,31621,2.38
2022-11-09,817480998,http://www.bilibili.com/video/av817480998,本来挺喜欢狗的,2474783,725,9078,466,42036,0.32
2022-11-09,774876406,http://www.bilibili.com/video/av774876406,只因篮球，但是二向箔！,4806473,2403,57976,2697,437927,2.97
2022-11-09,262462429,http://www.bilibili.com/video/av262462429,本来挺喜欢井字棋的,739815,122,1022,81,14469,0.25
2022-11-09,647469671,http://www.bilibili.com/video/av647469671,本来挺喜欢猫粮的,975369,608,4582,392,26252,0.27
2022-11-10,304959068,http://www.bilibili.com/video/av304959068,大神自创马赛克画法，哥哥的神韵依旧栩栩如生,1194183,3,19332,7,3954,1.1
2022-11-10,474960643,http://www.bilibili.com/video/av474960643,《搞笑视频》盘点那些满级人类，光头强版的小黑子,479023,1435,12070,6709,6434,2.63
2022-11-10,604977919,http://www.bilibili.com/video/av604977919,《关于油管也有小黑子这件事》,437701,238,1163,180,10095,0.97
2022-11-10,517424865,http://www.bilibili.com/video/av517424865,切 尔 西 碰 瓷 儿,1007589,155,5854,380,40366,1.37
2022-11-10,732193362,http://www.bilibili.com/video/av732193362,注意看，这根男指叫小帅 | 超可爱拇指游戏和涂鸦小技巧,959360,17,1628,65,565,16.25
2022-11-10,944939146,http://www.bilibili.com/video/av944939146,本来挺喜欢R的,427709,394,822,138,10939,0.52
2022-11-10,562394404,http://www.bilibili.com/video/av562394404,【我的世界搞笑】门前大桥下，游过：切尔西、坤坤…怎么没有鸭？,1433840,985,14550,4708,11884,1.68
2022-11-10,389907517,http://www.bilibili.com/video/av389907517,姬 鸡 之 战,1217182,336,8040,1069,78008,2.17
2022-11-11,562566805,http://www.bilibili.com/video/av562566805,【战鹰】俞俐均谈战鹰破防事件，这波情商拉满,846913,366,974,969,6952,2.47
2022-11-11,347608513,http://www.bilibili.com/video/av347608513,为什么一定要买Apple Watch,626372,311,1974,41,13840,0.18
2022-11-11,945026437,http://www.bilibili.com/video/av945026437,挑战王晓婷本身就是，无谋,1190711,854,28753,384,130405,0.65
2022-11-11,262452093,http://www.bilibili.com/video/av262452093,连续看10小时鸡你太美🐔直到死亡,4395999,10195,62738,42258,393361,600.02
2022-11-12,304830654,http://www.bilibili.com/video/av304830654,校园女ikun的一天,923818,414,3445,188,15580,0.4
2022-11-12,305064801,http://www.bilibili.com/video/av305064801,没想到静香也是小黑子...,2347978,1289,25860,2445,192249,3.17
2022-11-12,647525404,http://www.bilibili.com/video/av647525404,你小子就这么糊弄校领导的是罢,4098522,2625,41531,1848,305863,1.2
2022-11-12,220073947,http://www.bilibili.com/video/av220073947,阿米娅，但是ikun,1093145,1197,45578,492,217895,0.32
2022-11-12,520076387,http://www.bilibili.com/video/av520076387,消光惊现小黑子,1201719,466,6460,96,78538,0.22
2022-11-12,305014374,http://www.bilibili.com/video/av305014374,《 徐 坤 移 山 》,5603259,2966,86933,11530,272244,3.68
2022-11-12,305067799,http://www.bilibili.com/video/av305067799,石锤“西周小黑子”，早在2500年前就出现ikun文化,2366741,552,67033,445,63028,1.07
2022-11-12,562526463,http://www.bilibili.com/video/av562526463,特价切尔西,5994681,1904,80853,13424,330434,3.97
2022-11-12,647515067,http://www.bilibili.com/video/av647515067,这老师有点可爱啊~,3029387,9,28556,5,4993,2.42
2022-11-12,220008975,http://www.bilibili.com/video/av220008975,《走进蝌蚪学》之谁是小黑子？,906336,531,20281,978,106008,2.45
2022-11-12,902500755,http://www.bilibili.com/video/av902500755,法官：请不要在法庭上做奇怪的事！！,2837610,655,17748,2579,169300,3.6
2022-11-12,902613448,http://www.bilibili.com/video/av902613448,空气炸锅的做过了，今天试试烤箱制作的家庭版《脆皮烤鸡》,1059241,921,4819,2244,97581,3.52
2022-11-13,775097565,http://www.bilibili.com/video/av775097565,本来挺喜欢扭脖子的……,3556694,2028,50862,1545,534045,0.27
2022-11-13,517593494,http://www.bilibili.com/video/av517593494,（超难）十道题测出你的ikun学历！强化版,519931,1189,8210,2290,26565,5.37
2022-11-13,605041057,http://www.bilibili.com/video/av605041057,柯南也是真ikun？！最新一集《小只因鉴别师》,2708712,634,22777,1170,58729,3.52
2022-11-13,220054709,http://www.bilibili.com/video/av220054709,短短两分钟，我让战鹰(鹰酱）从满心欢喜到目瞪口呆,593238,310,601,312,7986,2.32
2022-11-13,347501659,http://www.bilibili.com/video/av347501659,"&quot;Bones,但是...&quot;",1724489,1403,51074,4013,150365,1.75
2022-11-13,520073183,http://www.bilibili.com/video/av520073183,整活也有抽象派？本来挺喜欢ikun的！网友：现在更喜欢了！,1332215,11,45322,26,8303,1.28
2022-11-13,987608670,http://www.bilibili.com/video/av987608670,本来还挺喜欢学习的…,2544162,1045,13695,397,190679,0.18
2022-11-13,220015312,http://www.bilibili.com/video/av220015312,给土澳的芝士袋鼠看坤坤,1191064,522,4831,397,33057,0.4
2022-11-14,220060817,http://www.bilibili.com/video/av220060817,日本也露出鸡脚了吧,2866215,880,10337,1150,52541,0.35
2022-11-14,475180797,http://www.bilibili.com/video/av475180797,解封出门偶遇坤哥,543255,310,3060,127,39599,0.2
2022-11-14,432580816,http://www.bilibili.com/video/av432580816,⚡幼 年 时 期 坤 坤 训 练 的 珍 贵 录 像⚡,731964,818,17288,824,145828,0.47
2022-11-14,732662803,http://www.bilibili.com/video/av732662803,醒 酒 版 ANTIFRAGILE（仅供娱乐）｜KPOP人凌晨醒酒操,618179,642,12123,604,67720,4.22
2022-11-14,562608189,http://www.bilibili.com/video/av562608189,⚡表 姑 懒 得 搞 批 发⚡,1224452,432,19933,1249,94165,2.05
2022-11-14,520044355,http://www.bilibili.com/video/av520044355,《鲨鱼出生岛老家进贼？原来是有小黑子偷食鸽鸽家的油饼！》,432102,3,2384,9,613,4.82
2022-11-14,475222830,http://www.bilibili.com/video/av475222830,封住了寝，但封不住IKUN的心。,906915,489,3079,236,27641,0.37
2022-11-14,517533198,http://www.bilibili.com/video/av517533198,谁说铁山靠不能练肩膀？,2854604,424,6214,194,69047,0.42
2022-11-14,817543352,http://www.bilibili.com/video/av817543352,本来挺喜欢蘑古力的……,685545,195,872,281,4729,1.1
2022-11-15,390131722,http://www.bilibili.com/video/av390131722,本来挺喜欢杜兰特的，现在更喜欢了,1914151,1587,16755,681,112115,0.27
2022-11-15,902667408,http://www.bilibili.com/video/av902667408,大型纪录片《坤巴哥传奇》,1033389,185,19083,283,40507,1.3
2022-11-15,690216286,http://www.bilibili.com/video/av690216286,原来西周时期就有小黑子？从文物到古书全是铁证！网友：姬你太美,1021625,57,28270,58,7920,1.2
2022-11-15,262732818,http://www.bilibili.com/video/av262732818,和平精英：盘点那些让人笑掉坤坤的另类搞笑操作视频！,639110,10,39927,7,4384,3.53
2022-11-15,517723103,http://www.bilibili.com/video/av517723103,城管：先看看，他跳的太标准了,3608026,935,11507,430,97652,0.28
2022-11-15,347725525,http://www.bilibili.com/video/av347725525,蔡徐村祠堂半夜放鸡你太美,586429,45,12547,67,6180,1.15
2022-11-15,305219164,http://www.bilibili.com/video/av305219164,儿子两岁半了，越看越不对劲,7400967,3207,23034,1811,191612,0.27
2022-11-16,690218786,http://www.bilibili.com/video/av690218786,简单材料，简略步骤，轻松实现炸鸡自由？,1231517,691,23665,2080,138074,4.97
2022-11-16,902642291,http://www.bilibili.com/video/av902642291,只因你太美深度解析，探究其背后的文化内核与社会价值。,1205767,2264,21225,6080,131652,8.25
2022-11-16,305130276,http://www.bilibili.com/video/av305130276,战术ikun必将被绳之以法,2645538,1855,18038,1533,276139,1.03
2022-11-16,475150987,http://www.bilibili.com/video/av475150987,蔡徐坤射箭直中10环，号称后羿转世，厉不厉害你坤哥,987997,2303,1760,1534,16899,1.28
2022-11-16,390187687,http://www.bilibili.com/video/av390187687,🐔贾斯汀·只因🐔,2404753,1272,49905,1825,129994,1.87
2022-11-16,262726294,http://www.bilibili.com/video/av262726294,单排崴脚战神遇到小黑子，两人疯狂针对我！,650254,7,4087,9,950,2.75
2022-11-17,390190772,http://www.bilibili.com/video/av390190772,画只因先画骨…,1589068,460,7807,484,63300,0.58
2022-11-17,817634282,http://www.bilibili.com/video/av817634282,本来挺喜欢历史书的…,2133337,661,8087,452,50888,0.33
2022-11-17,262689632,http://www.bilibili.com/video/av262689632,敌人：我这是在玩CSGO还是CODM？,526318,74,22690,224,9401,2.57
2022-11-17,860147384,http://www.bilibili.com/video/av860147384,《    无    缝    衔    接    》,2661664,1164,54313,1380,271788,2.05
2022-11-17,517672240,http://www.bilibili.com/video/av517672240,𝙎𝙚𝙚  🐔  𝘼𝙜𝙖𝙞𝙣,1410661,1026,31536,1492,77146,1.9
2022-11-17,647693662,http://www.bilibili.com/video/av647693662,本来挺喜欢伊布的,1691186,282,2828,211,25329,0.43
2022-11-18,517676173,http://www.bilibili.com/video/av517676173,差一分就无敌战神了，不曾想又被小黑子盯上了！！ #和平精英 #近权,1379885,12,6338,28,1462,6.32
2022-11-18,562755372,http://www.bilibili.com/video/av562755372,蓝 色 妖 姬 毁 灭 鬼 畜 区,2507061,1844,38135,4466,111480,1.88
2022-11-18,647866142,http://www.bilibili.com/video/av647866142,谁敢再说一次😅我是ikun，我不是小黑子,673841,249,600,79,23460,1.68
2022-11-18,520190499,http://www.bilibili.com/video/av520190499,⚡表姑在温州搞批发⚡最 骚 版,5413671,1584,77205,1767,304302,1.37
2022-11-18,220274527,http://www.bilibili.com/video/av220274527,《凸透镜成像规律》,3209009,4129,103670,5597,206273,1.35
2022-11-18,817845743,http://www.bilibili.com/video/av817845743,坤坤子 练习时常两年半珍贵画面流出,2213974,798,57269,727,142687,0.63
2022-11-18,390150552,http://www.bilibili.com/video/av390150552,本来很喜欢CAD的,898648,572,3966,64,20120,0.2
2022-11-19,432815164,http://www.bilibili.com/video/av432815164,鸡你太美,1909057,156,21469,165,4315,3.68
2022-11-19,647868559,http://www.bilibili.com/video/av647868559,本来挺喜欢太太的,616206,107,1589,50,17337,0.18
2022-11-19,860271403,http://www.bilibili.com/video/av860271403,离谱《海绵宝宝13季》创作团队 是不是又吸嗨了？,1502870,899,5199,1783,49396,8.17
2022-11-19,860288024,http://www.bilibili.com/video/av860288024,“史上最尴尬王者荣耀高校联赛”现在坤坤的黑子都这么嚣张了吗,927520,227,3685,150,24155,1.13
2022-11-19,520331636,http://www.bilibili.com/video/av520331636,蔡徐坤成长史，有你心动的瞬间吗,1672965,892,45442,1915,15116,3.83
2022-11-19,945368074,http://www.bilibili.com/video/av945368074,IKUN的一天|居家幻想版,3671082,2107,73220,1447,400399,0.78
2022-11-19,475350987,http://www.bilibili.com/video/av475350987,「只因你太美」-纯路人MappleZS钢琴演奏,895077,1442,19641,2056,54005,3.75
2022-11-20,775346846,http://www.bilibili.com/video/av775346846,美食博主成反网暴第一人？用菜谱花式对抗小黑子！网友：卤出鸡脚,1801259,12,19025,25,4654,1.15
2022-11-20,262751306,http://www.bilibili.com/video/av262751306,蔡徐坤同届练习生表演唱跳rap足球，自称二级运动员挑战校队主力只因哥,1706224,1272,34647,1527,34398,2.42
2022-11-20,347871049,http://www.bilibili.com/video/av347871049,早知道会与坤坤擦肩而过,1925674,345,10564,438,149170,1.27
2022-11-20,475290132,http://www.bilibili.com/video/av475290132,“食   不   食   油   饼”    死去的梗突然袭击我,558380,380,9699,237,95154,0.63
2022-11-20,690360750,http://www.bilibili.com/video/av690360750,美食博主的反向操作，小黑子们都傻眼！,4302811,25,26378,35,8221,1.05
2022-11-20,517834431,http://www.bilibili.com/video/av517834431,大雄的坤坤被道具缩小，惨遭静香的嫌弃,1359006,48,3663,55,1174,7.85
2022-11-20,902818348,http://www.bilibili.com/video/av902818348,【原神】奥 摩 斯♂港,1531516,1311,20620,2043,71296,1.78
2022-11-20,432770851,http://www.bilibili.com/video/av432770851,女警s13新打法预告一下#狒狒女警 #黑暗收割女警,1237885,358,1992,202,27243,1.43
2022-11-21,860281451,http://www.bilibili.com/video/av860281451,本来挺喜欢课桌的,1345858,460,2190,187,55645,0.32
2022-11-21,390372606,http://www.bilibili.com/video/av390372606,蓝色妖姬竟然也是ikun,6813319,154,279494,268,74503,1.03
2022-11-21,775466442,http://www.bilibili.com/video/av775466442,【蔡徐坤】被经纪公司曝出所有整形费用,1053419,2359,1319,365,15271,0.28
2022-11-21,987873872,http://www.bilibili.com/video/av987873872,震惊，央视也是小黑子,479019,416,1696,254,12486,0.73
2022-11-21,817850590,http://www.bilibili.com/video/av817850590,【原创动画】第二集：苏珊的劲敌，红色风暴登场！,448347,128,16498,448,21115,1.08
2022-11-21,517793485,http://www.bilibili.com/video/av517793485,真ikun请进，一起守护最好的gie gie！,2224914,1408,51063,1183,306986,1.07
2022-11-21,605145481,http://www.bilibili.com/video/av605145481,ikun也有专属餐厅？吃饭还得对暗号！,1337049,2,9398,0,1871,1.07
2022-11-21,517760163,http://www.bilibili.com/video/av517760163,鲲鲲进击世界杯,3477760,3856,120229,1537,546359,0.4
2022-11-21,817809208,http://www.bilibili.com/video/av817809208,绘画大佬的整活到底多奇妙？徒手绘制马赛克鲲鲲！网友：暗藏玄鸡,4121846,5,41929,12,8661,1.27
2022-11-21,605373491,http://www.bilibili.com/video/av605373491,我这女朋友还有救吗,435537,631,2361,433,52563,0.77
2022-11-21,220259871,http://www.bilibili.com/video/av220259871,CCTV13 暗藏玄只因,1005754,783,4615,420,24055,0.42
2022-11-21,562862344,http://www.bilibili.com/video/av562862344,当整个鬼畜区穿上切尔西,2402859,1049,48499,2376,254042,2.72
2022-11-22,520451117,http://www.bilibili.com/video/av520451117,口蘑鸽鸽蛋|一口一个嘎嘎香,1608059,715,15766,464,167415,0.52
2022-11-22,347886530,http://www.bilibili.com/video/av347886530,小黑子快投降吧原版，蔡徐坤李晨演新警察故事，厉不厉害你坤哥,420580,759,1486,416,8890,1.55
2022-11-22,347973081,http://www.bilibili.com/video/av347973081,这么可爱的坤坤壁纸是怎么做的？,2485093,646,22030,285,176730,0.45
2022-11-23,347923071,http://www.bilibili.com/video/av347923071,切 尔 西 捉 鸡 大 队,3280919,897,48570,2362,179479,1.6
2022-11-23,945375112,http://www.bilibili.com/video/av945375112,300块整的迷你坤坤手机，都能打原神了？！,1026984,209,34480,136,7243,1.82
2022-11-23,262907685,http://www.bilibili.com/video/av262907685,奇怪的只因，但是日语版,2225796,756,28617,1564,247242,2.08
2022-11-23,647930353,http://www.bilibili.com/video/av647930353,《 徐 坤 补 天 》,1544445,839,18169,5068,64923,3.87
2022-11-23,690453673,http://www.bilibili.com/video/av690453673,本来还挺喜欢许嵩的,1315910,2089,5710,1450,58114,2.32
2022-11-23,220498659,http://www.bilibili.com/video/av220498659,切 尔 西 踏 平 鬼 畜 区,1887696,518,23379,2378,72587,1.5
2022-11-23,347979054,http://www.bilibili.com/video/av347979054,🐔只因 只因 飞车🐔,749771,716,8965,717,36897,1.45
2022-11-23,775465678,http://www.bilibili.com/video/av775465678,只因小野,885504,831,17276,515,119615,0.68
2022-11-24,520483632,http://www.bilibili.com/video/av520483632,没有毒我不吃,1500003,477,19065,2938,100617,3.7
2022-11-24,220451877,http://www.bilibili.com/video/av220451877,坤 坤 大 战 火 云 邪 神,667615,571,6067,1345,32174,4.12
2022-11-24,902912251,http://www.bilibili.com/video/av902912251,泉州凌晨夜市小伙模仿蔡徐坤，边跳舞边甩飞饼，笨拙努力的样子让人心疼！,2291177,3093,22822,2534,341120,1.98
2022-11-24,262986282,http://www.bilibili.com/video/av262986282,同步率99.999%,1415391,693,16091,457,96981,1.03
2022-11-24,945481539,http://www.bilibili.com/video/av945481539,柯洁直播秀出自己的华为promax 这下小黑子没话说了吧？,2488786,2858,3360,957,26652,1.45
2022-11-24,517962414,http://www.bilibili.com/video/av517962414,本来挺喜欢折纸的,421470,114,2049,64,3917,0.27
2022-11-24,987943896,http://www.bilibili.com/video/av987943896,【赖神】小黄毛，背带裤，我叫阿赖你记住,744184,664,3138,319,59766,0.23
2022-11-24,605393287,http://www.bilibili.com/video/av605393287,爆笑如雷！战鹰直播看“柯洁锐评战鹰”！竟当场瘫坐在椅子上！,472067,1060,1830,1766,9994,5.25
2022-11-25,818040895,http://www.bilibili.com/video/av818040895,我家鸽鸽带着我参加了飞行比赛，并成为了飞得最远的玩家！ROBLOX,1475692,70,20009,367,3815,10.55
2022-11-25,733000650,http://www.bilibili.com/video/av733000650,为什么追我？ 只因…..,2168951,1178,31913,2646,100622,2.37
2022-11-25,220542512,http://www.bilibili.com/video/av220542512,我说粉丝寄的你们信吗,936947,262,898,245,33288,2.83
2022-11-25,347931288,http://www.bilibili.com/video/av347931288,无 伤 速 救 小 坤 坤,2222739,1021,32951,2759,235911,2.72
2022-11-25,305612711,http://www.bilibili.com/video/av305612711,本来挺喜欢上海的……,1386755,469,2331,148,25193,0.43
2022-11-25,305604453,http://www.bilibili.com/video/av305604453,上市公司老板儿子体验生活,1158034,1264,5847,2316,41836,9.53
2022-11-25,520614404,http://www.bilibili.com/video/av520614404,广东卫视也是小黑子,792279,512,2906,205,19370,0.55
2022-11-25,903048536,http://www.bilibili.com/video/av903048536,踩爆切尔西,1943329,251,7841,1044,76331,1.4
2022-11-25,733007400,http://www.bilibili.com/video/av733007400,985高材生也是小黑子？成分复杂,7187491,14,41483,12,11966,1.02
2022-11-26,263060191,http://www.bilibili.com/video/av263060191,你  切  我  尔  西  是  吧,586755,73,2765,256,8803,1.23
2022-11-26,563091120,http://www.bilibili.com/video/av563091120,路见不平 坤坤相助！,4690753,796,123022,3609,172454,1.23
2022-11-26,733093045,http://www.bilibili.com/video/av733093045,《 白 蛇 的 替 身 小 卖 部 3.0 》胖重的不妙冒险,3357661,633,91781,1698,177902,2.8
2022-11-26,818025386,http://www.bilibili.com/video/av818025386,鸡你太美突然响起！程女士和童锦程会心一笑,1278232,325,3838,259,31816,1.43
2022-11-26,563043641,http://www.bilibili.com/video/av563043641,小黑子能截到吗？,644759,4407,7556,6321,216979,0.28
2022-11-26,733028625,http://www.bilibili.com/video/av733028625,鸡哥旋转两分半.avi,2663075,1452,41928,3564,98772,3.05
2022-11-26,220552126,http://www.bilibili.com/video/av220552126,【B站最离谱的声线模仿/非AI】李荣浩《模特》,2945329,4273,30922,5322,192345,4.73
2022-11-26,432979925,http://www.bilibili.com/video/av432979925,【电锯人】名场面中配！怒骂帕瓦恶习！,1792841,893,44440,2176,168475,1.48
2022-11-26,733055181,http://www.bilibili.com/video/av733055181,蔡徐坤旋转一分钟.avi,686700,716,11747,423,47319,1.45
2022-11-26,860607536,http://www.bilibili.com/video/av860607536,折纸两年半，越来越不对劲,501408,438,14849,596,11862,6.73
2022-11-26,690613528,http://www.bilibili.com/video/av690613528,【华工课堂】 教 授 也 是 小 黑 子 ？,574262,424,4993,315,20393,1.87
2022-11-27,690609038,http://www.bilibili.com/video/av690609038,【原坤】爆肝732帧，无删减，全时长复刻！,917737,936,12460,1054,93923,3.93
2022-11-27,690526579,http://www.bilibili.com/video/av690526579,我套娃了套娃我10小时的人,1086616,2024,10167,9622,111422,600.02
2022-11-27,305581633,http://www.bilibili.com/video/av305581633,离谱的AI绘画,1224378,290,6180,848,26912,0.82
2022-11-27,563067492,http://www.bilibili.com/video/av563067492,坤坤vs湖人，只因哥也有一个NBA篮球梦,856660,655,16110,1591,79894,1.72
2022-11-27,432625478,http://www.bilibili.com/video/av432625478,【鸡你太美】级不要笑挑战！笑喷了哈哈哈！喝水慎入,650283,78,11021,692,7841,7.07
2022-11-27,945549740,http://www.bilibili.com/video/av945549740,好    队    友,1767110,280,13491,1744,77436,2.42
2022-11-27,220534164,http://www.bilibili.com/video/av220534164,一口气看完超火漫画《光之子》合集，一个懒惰的少年，因性格原因选学了无人问津的光系魔法，却无意中踏进了命运的巨轮。。。全程高能,1232555,68,108694,551,13551,67.33
2022-11-27,647886761,http://www.bilibili.com/video/av647886761,教69岁的老师傅练习鲲舞铁山靠,968853,796,4996,1946,79084,4.58
2022-11-27,563036735,http://www.bilibili.com/video/av563036735,可以炖下坤坤的巨型汤锅，节乃婆婆用来熬制传说中的世纪浓汤,3308623,22,13462,66,11407,3.48
2022-11-27,305576302,http://www.bilibili.com/video/av305576302,神鹰发只因电脑,666150,381,1004,75,20685,0.57
2022-11-28,433192811,http://www.bilibili.com/video/av433192811,鸡和篮球，最佳搭配！！！,454610,79,2021,71,7086,0.35
2022-11-28,648124453,http://www.bilibili.com/video/av648124453,蓝 色 妖 姬 是 怎 样 炼 成 的,8252807,4304,290190,8664,874767,1.25
2022-11-28,648189358,http://www.bilibili.com/video/av648189358,ikun定制牌咖啡,941315,660,8418,783,36527,2.2
2022-11-28,605692240,http://www.bilibili.com/video/av605692240,王者野区大改版！红鸟变成只因！新增赤甲怪！地形调整熊变成猪！,650643,2347,1211,1128,22383,1.55
2022-11-28,390742969,http://www.bilibili.com/video/av390742969,【鬼畜全明星】4   无鲲剑ji来咯,773632,10,56248,22,7766,2.62
2022-11-29,775733424,http://www.bilibili.com/video/av775733424,马 戏 团 运 动 会 3,1412546,275,9105,375,102178,1.5
2022-11-29,348230131,http://www.bilibili.com/video/av348230131,原来坤坤一直是最正常的那个。。。。。。,3066670,1117,7611,3816,52018,1.35
2022-11-29,263195623,http://www.bilibili.com/video/av263195623,你~干嘛~~哈啊,1062364,932,25707,456,222035,0.13
2022-11-29,305689785,http://www.bilibili.com/video/av305689785,拒绝博弈,1330468,336,8077,341,64544,0.6
2022-11-30,520678987,http://www.bilibili.com/video/av520678987,一 肚 子 坏 水,991615,749,7364,1309,93079,1.65
2022-11-30,348241350,http://www.bilibili.com/video/av348241350,🐔本来挺喜欢世界杯的🐔Waka Waka,743308,431,15467,958,50352,1.88
2022-11-30,648239203,http://www.bilibili.com/video/av648239203,臣妾要告发小黑子,934021,574,13803,881,52096,1.82
2022-11-30,220730523,http://www.bilibili.com/video/av220730523,切尔西误入小黑子餐厅,930993,393,10603,1447,54150,2.03
2022-11-30,775700626,http://www.bilibili.com/video/av775700626,把你的头像做成手办会怎样？本来还挺喜欢看手工的,1030955,15837,17543,896,65534,2.68
2022-11-30,563230411,http://www.bilibili.com/video/av563230411,手把手教学，成为真ikun,3795895,28,139902,10,23834,1.22
2022-11-30,475654205,http://www.bilibili.com/video/av475654205,我做了个滑雪大冒险，但是纳西妲！,1964828,1153,36420,1194,163555,2.3
2022-12-01,563174686,http://www.bilibili.com/video/av563174686,【原神】坤坤教你玩万达国际,1356918,688,13861,511,74761,0.77
2022-12-01,648199858,http://www.bilibili.com/video/av648199858,即使没有五官 也能一眼认出来的人！这种时候怎么少的了坤坤呢！,7011642,560,47489,1885,90928,1.53
2022-12-01,563157385,http://www.bilibili.com/video/av563157385,父亲禽兽剁掉儿子的坤坤，只为让他进宫当太监,635055,102,1184,205,17212,3.23
2022-12-01,903222491,http://www.bilibili.com/video/av903222491,跳一段极乐净土，都被小黑子盯上了,2155238,168,38109,190,55102,1.25
2022-12-01,903169394,http://www.bilibili.com/video/av903169394,一个真正的man，他清楚自己要做什么，流过多少次眼泪也好，练习过多少次也罢……,939902,1196,9635,939,99485,1.62
2022-12-02,775728887,http://www.bilibili.com/video/av775728887,马 戏 团 运 动 会 4,2550386,248,17656,465,170009,1.32
2022-12-02,903262691,http://www.bilibili.com/video/av903262691,只 因 批 量 生 产 机,2003121,1648,20943,2169,164118,2.77
2022-12-02,520634488,http://www.bilibili.com/video/av520634488,小伙恶补海参两年半，做出了史上最强国足,1529088,1037,16866,3507,103853,4.13
